song_id,title,artist_genius_id,pseudonym,country,legal_status,period,release_date,compound,pos_prob,neg_prob,n_chunks
7382770,BACK 2 GRIME,24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,0.0,0.1802254021167755,0.1802254021167755,1
7382774,Машина прогресса (Progress Machine),24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,-0.15338890254497528,0.1938723623752594,0.3472612649202347,2
7382687,Погружение (Immersion),24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,0.0,0.16448111832141876,0.16448111832141876,2
7382712,Горсвет (Gorsvet),24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,-0.4206664264202118,0.1439540684223175,0.5646204948425293,2
7382740,Imperial,24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,0.0,0.1641371250152588,0.1641371250152588,1
7382666,Konstrukt,24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,0.0,0.20051658153533936,0.20051658153533936,1
7382749,Stereocoma,24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,-0.4363526999950409,0.12338501214981079,0.5597377121448517,2
7382714,Aghori,24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,0.0,0.057069242000579834,0.057069242000579834,1
7382689,Earth Burns,24422,Oxxxymiron,Великобритания,иноагент,before,2021-11-12,-0.4680774211883545,0.1773075262705485,0.645384947458903,3
13555086,DAS ADIDAS,331727,Соня Таюрская,США,нет,after,2026-05-15,-0.3517444133758545,0.21608519554138184,0.5678296089172363,1
12689982,Skibidi (Rave Version),331727,Соня Таюрская,США,нет,after,2025-11-13,-0.7265324294567108,0.09115585684776306,0.8176882863044739,2
12392306,21,331727,Соня Таюрская,США,нет,after,2025-09-04,-0.1917347013950348,0.2352125123143196,0.4269472137093544,2
12152406,COCO COPTER,331727,Соня Таюрская,США,нет,after,2025-07-17,0.0,0.2929574176669121,0.2929574176669121,2
12020455,Hearts Accelerating,331727,Соня Таюрская,США,нет,after,2025-06-13,0.7657337635755539,0.8438225090503693,0.07808874547481537,2
11854684,HARDCORE AMERICAN COWBOY 2.0,331727,Соня Таюрская,США,нет,after,2025-05-09,0.02143794298171997,0.31858863681554794,0.297150693833828,2
11434490,HARDCORE AMERICAN COWBOY,331727,Соня Таюрская,США,нет,after,2025-04-08,0.0,0.2661098837852478,0.2661098837852478,2
11442818,Tchaikovsky,331727,Соня Таюрская,США,нет,after,2025-02-06,0.0,0.21032516658306122,0.21032516658306122,2
11577146,Hypnodancer (slowed down),331727,Соня Таюрская,США,нет,after,2024-11-12,0.8775275647640228,0.9183517098426819,0.04082414507865906,2
10962913,Kurwa,331727,Соня Таюрская,США,нет,after,2024-10-10,0.0,0.2043963372707367,0.2043963372707367,1
10821242,Big Dick (For Your Mom),331727,Соня Таюрская,США,нет,after,2024-08-30,0.25893068313598633,0.5059537887573242,0.2470231056213379,3
8162731,Refugees,331727,Соня Таюрская,США,нет,after,2024-04-26,-0.3371207043528557,0.24819406867027283,0.5853147730231285,2
10156290,Grandma,331727,Соня Таюрская,США,нет,after,2024-04-26,0.9748660922050476,0.9832440614700317,0.00837796926498413,2
8909393,I’m The Best,331727,Соня Таюрская,США,нет,after,2024-04-26,0.5281963447729746,0.6274630427360535,0.09926669796307881,3
10156289,Control,331727,Соня Таюрская,США,нет,after,2024-04-26,-0.3494357019662857,0.2168547660112381,0.5662904679775238,2
10156288,Lobster Popstar,331727,Соня Таюрская,США,нет,after,2024-04-26,0.8179703950881958,0.8786469300587972,0.0606765349706014,3
10156291,Psycho,331727,Соня Таюрская,США,нет,after,2024-04-26,0.3254816308617592,0.5503210872411728,0.2248394563794136,2
7458420,"Medley (I’m OK, Uno, Hypnodancer, Skibidi)",331727,Соня Таюрская,США,нет,before,2021-12-04,0.16511711478233337,0.4434114098548889,0.27829429507255554,2
7346429,A Lot Of Money,331727,Соня Таюрская,США,нет,before,2021-11-17,-0.2533808797597885,0.2488730400800705,0.502253919839859,2
7241290,You’re Not There,331727,Соня Таюрская,США,нет,before,2021-09-30,-0.8545899391174316,0.04847002029418945,0.9030599594116211,2
7241288,The Internet,331727,Соня Таюрская,США,нет,before,2021-09-30,-0.6015310287475586,0.13282299041748047,0.7343540191650391,1
7241289,Rampampam,331727,Соня Таюрская,США,нет,before,2021-09-30,-0.030740372836589813,0.3605998754501343,0.3913402482867241,2
5801126,Turn It Up,331727,Соня Таюрская,США,нет,before,2021-09-02,0.10109791159629822,0.4064485232035319,0.3053506116072337,3
7066185,MOUSTACHE,331727,Соня Таюрская,США,нет,before,2021-08-06,0.6899899244308472,0.7933266162872314,0.10333669185638428,3
