song_id,title,artist_genius_id,pseudonym,country,legal_status,period,release_date,reloc_date,total_words,pos_count,neg_count,tonal_count,sentiment_ratio,polarity,pos_ratio,neg_ratio,tonal_density
3831018,Юрьев День (Yuryev Day),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,138,0,1,1,-0.007246376811594203,-1.0,0.0,0.007246376811594203,0.007246376811594203
3831011,Мне хотелось бы видеть тебя (I’d like to see you),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,103,0,0,0,0.0,0.0,0.0,0.0,0.0
3934718,Максим-Лесник (Maxim the Forester),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1996-01-01,2022-03-01,131,3,4,7,-0.007633587786259542,-0.14285714285714285,0.022900763358778626,0.030534351145038167,0.05343511450381679
3838679,Русская нирвана (Russian Nirvana),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,81,0,0,0,0.0,0.0,0.0,0.0,0.0
3830954,Песня №2 (Song №2),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,228,2,0,2,0.008771929824561403,1.0,0.008771929824561403,0.0,0.008771929824561403
3830966,День первый (The First Day),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,149,0,1,1,-0.006711409395973154,-1.0,0.0,0.006711409395973154,0.006711409395973154
3838701,8200,1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,70,0,0,0,0.0,0.0,0.0,0.0,0.0
3811458,Отец яблок (The Father of Apples),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,78,3,1,4,0.02564102564102564,0.5,0.038461538461538464,0.01282051282051282,0.05128205128205128
3934795,Дубровский (Dubrovsky),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1996-01-01,2022-03-01,161,2,4,6,-0.012422360248447204,-0.3333333333333333,0.012422360248447204,0.024844720496894408,0.037267080745341616
11450663,Без женщин (Without women) [Cover],1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-04-01,2022-03-01,131,2,1,3,0.007633587786259542,0.3333333333333333,0.015267175572519083,0.007633587786259542,0.022900763358778626
5023529,Я хотел петь (I Wanted to Sing),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,154,0,5,5,-0.032467532467532464,-1.0,0.0,0.032467532467532464,0.032467532467532464
3839514,Сувлехим Такац (Suvlehim Takats),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,149,0,1,1,-0.006711409395973154,-1.0,0.0,0.006711409395973154,0.006711409395973154
3934842,Великая Железнодорожная Симфония (The Great Railway Symphony),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1996-01-01,2022-03-01,146,0,0,0,0.0,0.0,0.0,0.0,0.0
3838682,"Пой, пой лира (Sing, Sing Lira)",1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,141,0,2,2,-0.014184397163120567,-1.0,0.0,0.014184397163120567,0.014184397163120567
3839517,"Не пей вина, Гертруда (Don’t drink wine, Gertrude)",1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,206,0,11,11,-0.05339805825242718,-1.0,0.0,0.05339805825242718,0.05339805825242718
3814043,Встань у реки (Stand by the River),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,117,2,0,2,0.017094017094017096,1.0,0.017094017094017096,0.0,0.017094017094017096
3812587,Голубой дворник (Blue Wiper),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,188,0,0,0,0.0,0.0,0.0,0.0,0.0
3811404,Как нам вернуться домой (How Do We Get Home),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,96,2,0,2,0.020833333333333332,1.0,0.020833333333333332,0.0,0.020833333333333332
3839510,Звёздочка (Starlet),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,133,1,0,1,0.007518796992481203,1.0,0.007518796992481203,0.0,0.007518796992481203
3851964,Фикус религиозный (Ficus Religious),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1995-09-01,2022-03-01,113,1,0,1,0.008849557522123894,1.0,0.008849557522123894,0.0,0.008849557522123894
3808205,Елизавета (Elizabeth),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,104,3,2,5,0.009615384615384616,0.2,0.028846153846153848,0.019230769230769232,0.04807692307692308
3830984,Сельские леди и джентльмены (Rural ladies and gentlemen),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,250,0,1,1,-0.004,-1.0,0.0,0.004,0.004
3814020,14,1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,45,0,0,0,0.0,0.0,0.0,0.0,0.0
3830970,Будь для меня как банка (Be for me as a pot),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,131,3,3,6,0.0,0.0,0.022900763358778626,0.022900763358778626,0.04580152671755725
3811378,Летчик (Pilot),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,216,0,2,2,-0.009259259259259259,-1.0,0.0,0.009259259259259259,0.009259259259259259
3808219,Бурлак (Boatsman),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,202,3,3,6,0.0,0.0,0.01485148514851485,0.01485148514851485,0.0297029702970297
3714590,Сестра (Sister),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,102,2,1,3,0.00980392156862745,0.3333333333333333,0.0196078431372549,0.00980392156862745,0.029411764705882353
3811418,Королевское утро (The Royal Morning),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,59,0,0,0,0.0,0.0,0.0,0.0,0.0
7370234,Минус тридцать (Thirty below zero),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1991-01-01,2022-03-01,156,0,2,2,-0.01282051282051282,-1.0,0.0,0.01282051282051282,0.01282051282051282
3830911,Я не хотел бы быть тобой в тот день (I wouldn’t want to be you that day),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-05-01,2022-03-01,158,0,3,3,-0.0189873417721519,-1.0,0.0,0.0189873417721519,0.0189873417721519
3811399,Иерофант (Hierophant),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,45,0,0,0,0.0,0.0,0.0,0.0,0.0
3808195,Кони беспредела (Horses of Lawlessness),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,177,0,1,1,-0.005649717514124294,-1.0,0.0,0.005649717514124294,0.005649717514124294
3838688,Московская Октябрьская (Moscow October),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,72,0,3,3,-0.041666666666666664,-1.0,0.0,0.041666666666666664,0.041666666666666664
3701698,Поезд в огне (Train on Fire),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1990-01-01,2022-03-01,182,0,2,2,-0.01098901098901099,-1.0,0.0,0.01098901098901099,0.01098901098901099
3808145,"Сирин, Алконост, Гамаюн (Sirin, Alconost, Gamayun)",1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,73,0,3,3,-0.0410958904109589,-1.0,0.0,0.0410958904109589,0.0410958904109589
11464031,Железнодорожная вода (Cover) (Railway water),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1992-01-01,2022-03-01,206,4,4,8,0.0,0.0,0.019417475728155338,0.019417475728155338,0.038834951456310676
3839506,Ты нужна мне (I Need You),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1994-01-01,2022-03-01,128,0,1,1,-0.0078125,-1.0,0.0,0.0078125,0.0078125
3701659,Комиссар (Commissar),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1990-01-01,2022-03-01,122,2,1,3,0.00819672131147541,0.3333333333333333,0.01639344262295082,0.00819672131147541,0.02459016393442623
3701603,Сарданапал (Sardanapalus),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1990-01-01,2022-03-01,43,1,2,3,-0.023255813953488372,-0.3333333333333333,0.023255813953488372,0.046511627906976744,0.06976744186046512
3814063,Сонет (Sonnet),1365487,Борис Гребенщиков,Великобритания,иноагент,before,1993-01-01,2022-03-01,73,1,1,2,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0273972602739726
